"ID","Name","Active","Type","IsCommercial","SiteSourceMultiplierOverride","ChargesRCC","FuelSurcharge","PurchasedEnergyAdj","PCE","CO2","CustomerChg","DemandCharge","Block1","Block2","Block3","Block4","Block5","Rate1","Rate2","Rate3","Rate4","Rate5","BuybackRate","Notes"
374,"Enstar Natural Gas - G2",1,2,1,,1,0.82,,,,37.00,,,,,,,0.10,,,,,,"Rates are  from Enstar Website effective updated Jan 2018; CO2 is lbs/therm (12.1) estimated from ACE3 figures;  Fuel Surcharge is actually Gas Cost Adjustment which is the figure ENSTAR changes each January; RCC of .223% .  This  rate is for customers throughout the service area - Anchorage, Big Lake, Chugiak-EagleRiver Eklutna, Girdwood, Houston, Indian, Kenai, Knik, Nikiski, Palmer, Peters Creek Portage, Sterling, Soldotna, Wasilla,Whittier"
375,"Evansville-APT - Commercial - Sm",1,1,1,,0,,,,1.60,93.97,30.94,,,,,,0.60,,,,,," same as Bettles  updated Jan 2018 APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
376,"Fairbanks Natural Gas - Commercial - Sm",1,2,1,,1,,,,,22.00,,,,,,,2.07,,,,,,"Rates from Fairbanks Natural Gas rate schedule from e-mail correspondence 1/2017- no change"
377,"False Pass Electric - Commercial - Sm",1,1,1,,0,,,,2.80,,,,,,,,0.44,,,,,,"AEA updated Jan 2018;  -  CO2 from PCEStatistics from Alaska Energy Authority (DCRA)"
378,"G&K, Inc - Commercial - Sm",1,1,1,,1,,,,1.60,12.50,7.05,,,,,,0.66,,,,,,"Cold Bay; AEA updated Jan 2018; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
379,"Galena Electric Utility - Commercial - Sm",1,1,1,,0,,,,1.60,11.20,,,,,,,0.67,,,,,,"AEA for residential  updated Jan 2018"
380,"Golden Valley Electric - Com- Sm GS1",1,1,1,,1,0.09,,,2.28,20.00,,,,,,,0.11,,,,,0.07,"Rates from 11/2017; Fuel and Purchased Power Charges are combined under Fuel Surcharge            CO2 is based on addition of hydro from Bradley Lake (without hydro = 2.8)"
381,"Golovin, City of - Commercial - Sm",1,1,1,,0,,,,2.20,,,,,,,,0.38,,,,,,"from AEA updated Jan 2018 for residential"
382,"Gustavus Electric Company - Commercial - Sm",1,1,1,,0,,,,1.90,93.97,10.26,,,,,,0.36,,,,,,"updated Jan 2018- in 2015 it converted to APT and they say there are no large commercial customers;  CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
383,"Gwitchyaa Zhee Utility Co - Commercial - Sm",1,1,1,,1,,0.28,,2.00,0.00,,100,400,500,1000,,0.53,0.46,0.38,0.31,0.28,,"Fort Yukon; 2014 RCC Tariff"
384,"Haines-APT - Commercial - Sm",1,1,1,,0,,,,1.70,93.97,7.69,,,,,,0.21,,,,,,"updated Jan 2018 APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
385,"Healy Lake-APT - Commercial - Sm",1,1,1,,1,,,,1.50,93.97,30.94,,,,,,0.64,,,,,,"updated Jan 20187 APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
386,"Hollis-APT - Commercial - Sm",1,1,1,,0,,,,1.60,93.97,7.96,,,,,,0.18,,,,,,"updated Jan 2018APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
387,"Homer Electric Assn  - Commercial - Sm",1,1,1,,1,,0.07,,1.10,20.00,,,,,,,0.15,,,,,0.06,"rates updated Jan 2018;  new rate structure; rates same for all communities served; minimum charge required ($19.30) isn't included here"
388,"Homer Electric Assn Remote - Commercial - Sm",0,1,1,,1,,,,1.50,40.00,7.73,3000,,,,,0.14,0.13,,,,0.06,"Halibut Cove, Port Graham, Seldovia, from website effective1/2011; CO2 is estimated"
389,"Hughes Power & Light Co - Commercial - Sm",1,1,1,,0,,,,2.25,,,,,,,,0.71,,,,,,"updated Jan 2018 AEA for residential;  CO2 estimated because of lack of data from PCE Statistics from Alaska Energy Authority (DCRA)"
390,"Hydaburg-APT - Commercial - Sm",1,1,1,,0,,,,1.60,93.97,7.96,,,,,,0.18,,,,,,"updated Jan 2018 APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
391,"Igiugig Village Council - Commercial - Sm",1,1,1,,0,,,,2.50,5.00,,,,,,,0.90,,,,,,"AEA updated Jan 2018for residential; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
392,"I-N-N Electric Cooperative, Inc - Commercial - Sm",1,1,1,,0,,,,1.60,19.50,,1000,,,,,0.52,0.49,,,,,"Iliamna, New Halen; 7/2017; CO2 from PCE Statistics from Alaska Energy Authority (DCRA);"
393,"Inside Passage Electric Coop  - Commercial - Sm",1,1,1,,1,,,,1.70,10.00,,500,,,,,0.66,0.60,,,,,"Angoon, Hoonah, Kake, Kasaan, Klawock; 1/2018 , CO2 from average of all THREA generating plants from Alaska Energy Authority (DCRA); changed from THREA  to Inside Passage Electric in 2001"
394,"Ipnatchiaq Electrric Co - Commercial - Sm",1,1,1,,0,,,,1.80,19.25,,,,,,,0.71,,,,,,"Deering; updated Jan 2018 for residential;  CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
395,"Kasaan-APT - Commercial - Sm",1,1,1,,0,,,,1.50,93.97,7.96,,,,,,0.18,,,,,,"Thorne Bay: updated Jan 2018 APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
396,"Ketchikan, City of - Commercial - Sm NonDemand",1,1,1,,0,0.00,,,6.0e-03,18.15,3.06,,,,,,0.09,,,,,,"From data sheet supplied by utility   7/2017 ; CO2 rate includes hydro from Ketchikan and Swan Lake      Customer Charge is $36.30 paid only April thru October so here it is allocated over whole year."
397,"King Cove, City of - Commercial - Sm",1,1,1,,0,,,,1.80,0.00,,,,,,,0.30,,,,,,"7/2017 for residential; ; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
398,"Kipnuk Light Plant - Commercial - Sm",1,1,1,,1,,,,1.80,,,,,,,,0.32,,,,,,"updated Jan 2018 for residential; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
399,"Klawock-APT - Commercial - Sm",1,1,1,,0,,,,1.60,93.97,7.96,,,,,,0.18,,,,,,"updated Jan 2018 APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
400,"Kobuk Valley Electric - Commercial - Sm",0,1,1,,0,0.24,,,2.20,5.00,,700,,,,,0.30,0.20,,,,,"AVEC for Shungnak1/2017"
401,"Kodiak Electric Assn - Commercial - Sm",1,1,1,,0,,0.01,,0.27,15.00,,300,,,,,0.14,0.12,,,,,"updated Jan 2018 rate schedule; CO2 includes hydro from Terror Lake and oil from Kodiak; Kodiak, Port Lions"
402,"Kokhanok Village Council - Commercial - Sm",1,1,1,,0,,,,2.30,10.00,,,,,,,0.90,,,,,,"AEA  updated Jan 2018 for residential
This is an unregulated utility"
403,"Koliganek Village Council - Commercial - Sm",1,1,1,,0,,,,2.25,21.40,,,,,,,0.50,,,,,,"AIDEA database updated Jan 2018 for residential; CO2 estimated because of lack of data from PCEStatistics from Alaska Energy Authority (DCRA)."
404,"AVEC-Kotlik - Commercial - Sm",1,1,1,,0,0.20,,,2.90,5.00,,700,,,,,0.30,0.20,,,,0.23,"AVEC Rate Schedule updated Jan 2018"
405,"Kotzebue Electric Assn - Sm Commercial - Sm",1,1,1,,0,0.20,,0.17,1.60,25.00,,,,,,,0.17,,,,,,"updated Jan 2018"
406,"Koyukuk, City of - Commercial - Sm",1,1,1,,0,,,,2.25,,,,,,,,0.95,,,,,,"AEA for residential, 1/2018; CO2 estimated because of lack of data"
407,"Kuiggluum Kallugvia - Commercial - Sm",1,1,1,,0,,,,3.80,,,,,,,,0.52,,,,,,"Kwethluk; AEIdC database updated Jan 2018;  CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
408,"Kwig Power Company - Commercial - Sm",1,1,1,,0,,,,3.50,,,,,,,,0.67,,,,,,"AEA for residential - updated Jan 2018;  CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
409,"Larsen Bay Electric - Commercial - Sm",1,1,1,,0,,,,0.25,0.00,,,,,,,0.41,,,,,,"AEA database  for residential updated Jan 2018;  CO2 from PCE Statistics from Alaska Energy Authority (DCRA) 1995"
410,"Levelock Electric Cooperativ - Commercial - Sm",1,1,1,,0,,,,2.80,0.00,,,,,,,0.85,,,,,,"AEA database  for residential 1/2018;  CO2 from PCE Statistics from Alaska Energy Authority (DCRA) 1995"
411,"Lime Village - Commercial - Sm",1,1,1,,1,,,,2.40,0.00,,,,,,,1.77,,,,,,"From AEA updated Jan 2018; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
412,"Manakotak Power Company - Commercial - Sm",1,1,1,,0,,,,2.70,0.00,,,,,,,0.55,,,,,,"AEA database for residential - updted 1/2018; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
413,"Manley Utility Co - Commercial - Sm",1,1,1,,1,,,,2.20,20.00,,,,,,,0.85,,,,,,"AEA database for residential - updated 1/2018; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
414,"Matanuska Electric Assn. - Commercial - Sm",1,1,1,,1,,0.07,,1.10,13.00,,1300,,,,,0.11,0.10,,,,0.07,"rates from MEA updated 1/2018  for 3 phase charges ;includes Eagle River, Chugiak, Palmer, Talkeetna, Wasilla, Willow;   there are sales tax charges in Palmer(3%), Wasilla (2.5%)and Houston (2%) and area within the Municipality of Anchorage has undergrounding surcharge of 2%"
415,"McGrath Light & Power - Commercial - Sm",1,1,1,,1,,,,1.70,,,,,,,,0.74,,,,,,"AEA database updated 1/2018 residential;CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
416,"Mentasta Lake-APT - Commercial - Sm",1,1,1,,0,,,,1.50,93.97,30.94,,,,,,0.53,,,,,,"updated 1/2018 APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
417,"Metlakatla Power & Light - Commercial - Sm",1,1,1,,0,,,,0.40,,,,,,,,0.09,,,,,,"Updated 1/2013; CO2 rate includes hydro generation"
418,"Middle Kuskokwim Electric Coop - Commercial - Sm",1,1,1,,1,,0.30,,2.40,25.50,,,,,,,0.78,,,,,,"Tarriff schedule from RCC for 2016; CO2 from PCE Statistics from Alaska Energy Authority (DCRA), averaged from total for the utility; Crooked Creek, Chuathbaluk, Red Devil, Sleetmute, Stony River;"
419,"Naknek - Commercial - Sm",1,1,1,,0,0.11,,,1.50,30.00,,1000,,,,,0.31,0.29,,,,,"Naknek Electric schedule 6/1/2016"
420,"Napakiak - Commercial - Sm",1,1,1,,1,,,,3.70,0.00,,,,,,,0.69,,,,,,"AEAdatabase updated 1/2018 for residential;CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
421,"Napaskiak, Inc - Commercial - Sm",1,1,1,,0,,,,2.90,25.00,,,,,,,0.70,,,,,,"AEAdatabase updated 1/2018 for residential;CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
422,"Naterkaq Light Plant - Commercial - Sm",1,1,1,,0,,,,2.00,,,,,,,,0.49,,,,,,"Chefornak; AIDEA database updated 1/2018; CO2 estimated from PCE Statistics from Alaska Energy Authority (DCRA)"
423,"Naukiti-APT - Commercial - Sm",1,1,1,,0,,,,1.80,93.97,7.69,,,,,,0.18,,,,,,"updated 1/2018 APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
424,"Nelson Lagoon Electric Coop - Commercial - Sm",1,1,1,,0,,,,2.20,0.00,,,,,,,0.84,,,,,,"AIDEA database updated 1/2018 for residential; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
425,"Nikolai Light & Power, City of - Commercial - Sm",1,1,1,,0,,,,2.00,,,,,,,,0.90,,,,,,"AEA database updated 1/2018 for residential; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
426,"Nome Joint Utilities Systems - Commercial - Sm",1,1,1,,0,0.10,,,1.40,20.00,,,,,,,0.19,,,,,,"From Nome Joint Utility 2/2018; l CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
427,"North Slope Borough Utilities - Commercial - Sm",1,1,1,,1,,,,2.00,15.00,,600,10000,,,,0.20,0.30,0.35,,,,"NSB rate schedule updated 1/2018;  Nuiqsut has special rates because its electricity is generated by natural gas No charge for elder or handicapped customers, NSB assistance  $.20/kwh (1-300 kwh)"
428,"Northway-APT - Commercial - Sm",1,1,1,,0,,,,1.50,93.97,30.94,,,,,,0.56,,,,,,"updated 1/2018 APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
429,"Nunum Iqua Electric - Commercial - Sm",1,1,1,,0,,,,2.90,,,,,,,,0.39,,,,,,"AEA report updated 1/2018 for residential rates"
430,"Nushagak Electric Cooperative - Commercial - Sm",1,1,1,,0,0.13,,,1.50,35.00,,,,,,,0.25,,,,,,"Dillingham and Aleknagik; Nushagak updated 1/2018; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
431,"Ouzinkie, City of - Commercial - Sm",1,1,1,,0,,,,2.20,5.00,,,,,,,0.38,,,,,,"AEA database updated 1/2018 for residential; CO2 estimated from PCE Statistics from Alaska Energy Authority (DCRA)"
432,"Paxson Lodge, Inc - Commercial - Sm",0,1,1,,0,,,,1.72,,,,,,,,1.70,,,,,,"Phone call w/ Paxson Lodge by Ginny, 1/2010."
433,"Pedro Bay Village Council - Commercial - Sm",1,1,1,,0,,,,2.60,,,,,,,,0.81,,,,,,"AEA database updated 1/2018 for residential;  CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
434,"Pelican - Commercial - Sm",1,1,1,,0,,,,0.31,0.00,,,,,,,0.49,,,,,,"Pelican Utility Co. from AEA updated 1/2018 for residential; CO2 rates include hydro and oil generation"
435,"Perryville Electric Utility - Commercial - Sm",1,1,1,,0,,,,2.40,,,,,,,,0.95,,,,,,"AEA database updated 1/2018; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
436,"Petersburg, City of - Commercial - Sm",1,1,1,,0,,,,0.01,9.00,,1500,3000,,,,0.11,0.10,0.07,,,,"Rates from City of Petersburg  unchanged in 1/18 since 7/2015; CO2 rates include hydro from Tyee (based on sales rather than generation)"
437,"Pilot Point - Commercial - Sm",1,1,1,,0,,,,2.00,10.00,,,,,,,0.60,,,,,,"AEA report updated 1/2018 for residential;"
438,"Platinum, City of - Commercial - Sm",1,1,1,,0,,,,2.40,,,,,,,,0.50,,,,,,"AEA report updated 1/2018 for residential;"
439,"Port Heiden, City of - Commercial - Sm",1,1,1,,0,,,,2.00,0.00,,,,,,,0.65,,,,,,"AEA report updated 1/2018 for residential;"
440,"Puvurnaq Power Company - Commercial - Sm",1,1,1,,0,,,,2.40,,,,,,,,0.65,,,,,,"AEA report updated 1/2018 for residential; Kongiganak"
441,"Ruby, City of - Commercial - Sm",1,1,1,,0,,,,2.10,5.00,,,,,,,0.75,,,,,," AEA report updated 1/2018 for residential;"
442,"Sand Point TDX - Commercial - Sm",1,1,1,,1,,,,1.70,6.68,,,,,,,0.44,,,,,,"AEA database updated 1/2018 for residential;  CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
444,"Seward, City of - Commercial - Sm",1,1,1,,0,,0.10,,1.10,41.06,,,,,,,0.10,,,,,,"rates  from  City of Seward; 1/2018 ; Chugach Electric purchased energy costs vary monthly,  Purchased energy adjustment is average of summer and winter rates"
445,"Sitka, City & Borough - Commercial - Sm",1,1,1,,0,,,,3.0e-03,40.95,5.88,,,,,,0.15,,,,,,"updated 1/2018  from City of Sitka Electric Department internet site; Energy charges are average of summer and winter rates; CO2 rates include hydro"
446,"Skagway-APT - Commercial - Sm",1,1,1,,0,,,,0.96,93.97,7.69,,,,,,0.21,,,,,,"updated 1/2018  APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
447,"Slana-APT - Commercial - Sm",1,1,1,,0,,,,1.50,93.97,30.94,,,,,,0.53,,,,,,"updated 1/2018  APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
448,"St. George Electric Utility - Commercial - Sm",1,1,1,,0,,,,1.80,0.00,,,,,,,1.00,,,,,,"updated 1/2018  from AEA database for residential"
449,"St. Paul, City of - Commercial - Sm",1,1,1,,0,,,,1.60,0.00,,,,,,,0.42,,,,,,"updated 1/2018  from AEA database for residential"
450,"Stevens Village - Commercial - Sm",1,1,1,,0,,,,2.40,,,,,,,,1.07,,,,,,"AIDEA database updated 1/2018"
451,"Takotna Community Association - Commercial - Sm",1,1,1,,0,,,,2.20,,,,,,,,1.02,,,,,,"AEA database updated 1/2018  for residential; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
452,"Tanalian Electric Coop - Commercial - Sm",1,1,1,,0,,,,1.90,5.00,,,,,,,0.50,,,,,,"Port Alsworth; AEA database updated 1/2018  for residential;  CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
453,"Tanana Power Company, Inc - Commercial - Sm",1,1,1,,1,,0.19,,1.70,0.00,,10000,20000,,,,0.46,0.44,0.42,,,,"Tariff for 2015 at RCC; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
454,"Tatitlek Electric Utility - Commercial - Sm",1,1,1,,0,,,,2.20,0.00,,,,,,,0.92,,,,,,"AIDEA database updated 1/2018   for residential;  CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
455,"Teller Power Company - Commercial - Sm",0,1,1,,0,,,,1.80,0.00,,,,,,,0.56,,,,,,"Inactivated because it is now part of AVEC; AIDEA database 1/2013; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
456,"Tenakee Springs Electric Utility - Commercial - Sm",1,1,1,,0,,,,2.00,7.50,,,,,,,0.61,,,,,,"AEA database updated 1/2018  for residential;  CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
457,"Tetlin-APT - Commercial - Sm",1,1,1,,0,,,,1.50,93.97,10.36,,,,,,0.32,,,,,,"updated 1/2018   APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
458,"Thorne Bay-APT - Commercial - Sm",1,1,1,,0,,,,1.60,93.97,7.96,,,,,,0.18,,,,,,"updated 1/2018   APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
459,"Tok-APT- Commercial - Sm",1,1,1,,0,,,,1.50,93.97,10.36,,,,,,0.32,,,,,,"updated 1/2018   APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
460,"Tuluksak Traditional Power - Residential",1,1,1,,0,,,0.27,1.80,,,,,,,,0.75,,,,,,"AEA database updated 1/2018 for residential; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
461,"Tuntutuliak Community Services - Commercial - Sm",1,1,1,,0,,,,1.90,40.00,,,,,,,0.65,,,,,,"AEA database updated 1/2018 for residential; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
462,"Twin Hills Village Council - Commercial - Sm",1,1,1,,0,,,,1.80,,,,,,,,0.50,,,,,,"AEA database updated 1/2018  for residential; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
463,"Umnak Power Co., The Native Vill - Commercial - Sm",1,1,1,,0,,,,1.80,15.00,,,,,,,0.75,,,,,,"Nikolski; AEA database updated 1/2018 ; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
464,"Unalakleet Valley Electric Assoc - Commercial - Sm",1,1,1,,0,,,,1.70,4.00,,,,,,,0.42,,,,,,"AEA database updated 1/2018  for residential; CO2 from PCE Statistics from Alaska Energy Authority (DCRA) Unalakleet VEA is owned by Matanuska Electric Assn."
465,"Unalaska, City of - Commercial - Sm",1,1,1,,0,0.16,,,1.60,10.00,,,,,,,0.20,,,,,,"Unalaska schedul via e-mail - updated 1/2018 ;  CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
466,"Unqusrag - Commercial - Sm",1,1,1,,0,,,,1.80,,,,,,,,0.80,,,,,,"Newtok; AEA database updated 1/2018  residential;   CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
467,"Venetie Village Electric - Commercial - Sm",1,1,1,,0,,,,2.40,,,,,,,,0.90,,,,,," AEA database updated 1/2018  for residential;   CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
468,"Whale Pass-APT - Commercial - Sm",1,1,1,,1,,,,1.50,93.97,7.69,,,,,,0.18,,,,,,"updated 1/2018 APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
469,"White Mountain, City of - Commercial - Sm",1,1,1,,0,,,,2.80,10.00,,,,,,,0.55,,,,,,"AIDEA database updated 1/2018  for residential; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
470,"Wrangell, City of - Commercial - Sm",1,1,1,,0,0.00,,,0.01,9.00,,,,,,,0.12,,,,,,"Wrangell website and e-mails from Electric Dept updated 1/2018  no change from 7/2015;"
471,"AVEC -Yakutat - Commercial - Sm",1,1,1,,0,,0.22,,1.60,,,,,,,,0.21,,,,,,"updated Jan 2018 taken over by AVEC 6/2017;"
472,"Akhiok, City of Commercial - Lg",1,1,1,,0,,,,2.20,,,,,,,,0.80,,,,,,"updated Jan 2018 for residential rate without PCE from AEA"
473,"Akiachak Commercial - Lg",1,1,1,,0,,,,1.90,,,,,,,,0.60,,,,,,"updated Jan 2018 for residential rate without PCE from AEA"
474,"Akiak, City of - Commercial - Lg",1,1,1,,0,,,,1.80,,,,,,,,0.53,,,,,,"updated Jan 2018 for residential rate without PCE from AEA"
475,"Akutan, City of - Commercial - Lg",1,1,1,,0,,,,2.50,,,,,,,,0.95,,,,,,"updated Jan 2018 for residential rate without PCE from AEA"
476,"AEL&P - Lg Commercial",1,1,1,,1,,-0.01,0.00,0.01,103.07,13.50,,,,,,0.06,,,,,0.03,"from AEL&P website rate schedule for 1/2018; block rate and demand charge are calculated as .75* Peak rate + .25  Off Peak rate."
477,"Alatna-APT- Commercial - Lg",1,1,1,,1,,,,2.50,156.61,43.18,,,,,,0.78,,,,,,"updated Jan 2018 APT report - same as Alakaket"
478,"Allakaket - APT- Commercial - Lg",1,1,1,,1,,,,2.50,156.61,43.18,,,,,,0.78,,,,,,"updated Jan 2018  APT report"
479,"Alutiiq Power- Commercial - Lg",1,1,1,,0,,,,2.40,,,,,,,,0.70,,,,,,"Karluk;updated Jan 2018;  CO2 from PCEStatistics from Alaska Energy Authority"
480,"Anchorage ML&P - Commercial - Lg",1,1,1,,1,,0.02,,1.10,44.15,23.29,,,,,,0.06,,,,,0.06,"Schedule 22 Rates from ML&P website 7/2017; there is a MOA underground surcharge of 2% added to all published  charges; CO2 from Rail Belt average - any service with a demand exceeding 20 kW for 3 consecutive months and metered at secondary voltage"
481,"Andreanof Electric Corp - Commercial - Lg",1,1,1,,0,,,,2.80,,,,,,,,0.62,,,,,,"Atka; Now City oF Atka is utility; AEA report  updated Jan 2018 for residential; CO2 is estimated because of lack of data"
482,"Aniak Light & Power - Commercial - Lg",1,1,1,,1,,,,1.70,,,,,,,,0.60,,,,,,"AIDA Report updated Jan 2018 for residential ; CO2 from PCEStatistics from Alaska Energy Authority (DCRA)"
483,"Arctic Village Elec - Commercial - Lg",1,1,1,,0,,,,2.70,,,,,,,,1.00,,,,,,"From AEA report  updated Jan 2018 for residential; CO2 from PCEStatistics"
484,"Atmautluak Joint Utilities - Commercial - Lg",1,1,1,,0,,,,1.50,35.86,,,,,,,0.70,,,,,,"From AEA  updated Jan 2018;  for residential ; CO2 from PCEStatistics from Alaska Energy Authority (DCRA)"
485,"AVEC-Alakanuk - Commercial - Lg",1,1,1,,0,0.17,9.3e-03,,1.80,45.00,45.00,1500,,,,,0.12,0.04,,,,0.21,"AVEC Rate Schedule updated Jan 2018; purchased power adjustment is wind surcharge"
486,"AVEC-Ambler - Commercial - Lg",1,1,1,,0,0.20,,,1.80,45.00,45.00,1500,,,,,0.12,0.04,,,,0.19,"AVEC Rate Scheduleu pdated Jan 2018"
487,"AVEC-Anvik - Commercial - Lg",1,1,1,,0,0.23,,,1.80,45.00,45.00,1500,,,,,0.12,0.04,,,,0.24,"AVEC Rate Schedule updated Jan 2018"
488,"AVEC-Brevig Mission - Commercial - Lg",1,1,1,,0,0.15,,,1.80,45.00,45.00,1500,,,,,0.12,0.04,,,,0.21,"AVEC Rate Schedule updated Jan 2018"
489,"AVEC-Chevak - Commercial - Lg",1,1,1,,0,0.18,0.04,,1.80,45.00,45.00,1500,,,,,0.12,0.04,,,,0.17,"AVEC Rate Schedule updated Jan 2018; Purchased power is wind surcharge"
490,"AVEC-Eek - Commercial - Lg",1,1,1,,0,0.19,,,1.80,45.00,45.00,1500,,,,,0.12,0.04,,,,0.23,"AVEC Rate Schedule updated Jan 2018"
491,"AVEC-Elim - Commercial - Lg",1,1,1,,0,0.21,,,1.80,45.00,45.00,1500,,,,,0.12,0.04,,,,0.23,"AVEC Rate Schedule updated Jan 2018"
492,"AVEC-Emmonak - Commercial - Lg",1,1,1,,0,0.17,9.3e-03,,1.80,45.00,45.00,1500,,,,,0.12,0.04,,,,0.20,"AVEC Rate Schedule updated Jan 2018; includes wind surcharge"
493,"AVEC-Gambell - Commercial - Lg",1,1,1,,0,0.18,0.03,,1.80,45.00,45.00,1500,,,,,0.12,0.04,,,,0.14,"AVEC Rate Schedule updated Jan 2018; includes wind surcharge as purchased energy adjustment"
494,"AVEC-Goodnews Bay - Commercial - Lg",1,1,1,,0,0.18,,,1.80,45.00,45.00,1500,,,,,0.12,0.04,,,,0.24,"AVEC Rate Schedule updated Jan 2018"
495,"AVEC-Grayling - Commercial - Lg",1,1,1,,0,0.20,,,1.80,45.00,45.00,1500,,,,,0.12,0.04,,,,0.18,"AVEC Rate Schedule updated Jan 2018"
496,"AVEC-Holy Cross - Commercial - Lg",1,1,1,,0,0.19,,,1.80,45.00,45.00,1500,,,,,0.12,0.04,,,,0.18,"AVEC Rate Schedule updated Jan 2018"
497,"AVEC-Hooper Bay - Commercial - Lg",1,1,1,,0,0.18,0.01,,1.80,45.00,45.00,1500,,,,,0.12,0.04,,,,0.15,"AVEC Rate Schedule updated Jan 2018; includes wind surcharge as purchased energy adjustment"
498,"AVEC-Huslia - Commercial - Lg",1,1,1,,0,0.22,,,1.80,45.00,45.00,1500,,,,,0.12,0.04,,,,0.20,"AVEC Rate Schedule updated Jan 2018"
499,"AVEC-Kaltag - Commercial - Lg",1,1,1,,0,0.20,,,1.80,45.00,45.00,1500,,,,,0.12,0.04,,,,0.20,"AVEC Rate Schedule updated Jan 2018"
500,"AVEC-Kasigluk - Commercial - Lg",1,1,1,,0,0.18,0.01,,1.80,45.00,45.00,1500,,,,,0.12,0.04,,,,0.20,"AVEC Rate Schedule updated Jan 2018; includes wind surcharge as Purchased energy adjustment"
501,"AVEC-Kiana - Commercial - Lg",1,1,1,,0,0.22,,,1.80,45.00,45.00,1500,,,,,0.12,0.04,,,,0.21,"AVEC Rate Schedule updated Jan 2018"
502,"AVEC-Kivalina - Commercial - Lg",1,1,1,,0,0.23,,,1.80,45.00,45.00,1500,,,,,0.12,0.04,,,,0.27,"AVEC Rate Schedule updated Jan 2018"
503,"AVEC-Koyuk - Commercial - Lg",1,1,1,,0,0.19,,,1.80,45.00,45.00,1500,,,,,0.12,0.04,,,,0.23,"AVEC Rate Schedule updated Jan 2018"
504,"AVEC-Lwr/Upr Kalskag - Commercial - Lg",1,1,1,,0,0.18,,,1.80,45.00,45.00,1500,,,,,0.12,0.04,,,,0.20,"AVEC Rate Schedule updated Jan 2018"
505,"AVEC-Marshall - Commercial - Lg",1,1,1,,0,0.17,,,1.80,45.00,45.00,1500,,,,,0.12,0.04,,,,0.21,"AVEC Rate Schedule updated Jan 2018"
506,"AVEC-Mekoryuk - Commercial - Lg",1,1,1,,0,0.20,0.02,,1.80,45.00,45.00,1500,,,,,0.12,0.04,,,,0.13,"AVEC Rate Schedule updated Jan 2018; includes wind surcharge as purchased energy adjustment"
